statement,source,veracity,date,lemmas
"When Social Security, Medicare and Medicaid were created, ""Republicans stood on the sidelines""",James Clyburn,0,2012-09-06,social security medicare medicaid create republican stand sideline
Says Mitt Romney asked for a waiver from federal welfare rules.,Rahm Emanuel,0,2012-09-06,mitt romney ask waiver federal welfare rule
"Under President Barack Obama’s leadership, ""since June 2009, (the auto) industry has added a quarter of a million jobs.""",Bob King,1,2012-09-06,president barack obama leadership june auto industry add quarter million job
"Says House Republicans ""tried to change the definition of rape.""",Gwen Moore,0,2012-09-06,house republicans try change definition rape
"Says U.S. Rep. Paul Ryan attacked the president for ""the same amount of Medicare savings that (Ryan) had in his own budget.""",Bill Clinton,1,2012-09-06,paul ryan attack president medicare saving ryan budget
"Says Charlie Crist ""was pro-life, pro-gun and vehemently anti-tax.""",George LeMieux,1,2012-09-06,charlie crist pro life pro gun vehemently anti tax
"""In the last 29 months, our economy has produced about 4.5 million private-sector jobs.""",Bill Clinton,1,2012-09-06,month economy produce million private sector job
"""We have more scientists and engineers per square mile than anywhere in the world.""",Choose: New Jersey,1,2012-09-06,scientist engineer square mile world
"""Since 1961 … our private economy has produced 66 million private-sector jobs. So what's the jobs score? Republicans 24 million, Democrats 42 (million).""",Bill Clinton,1,2012-09-06,private economy produce million private sector job job score republican million democrats million
"Women ""receive only 77 cents for every dollar a man earns.""",Diana DeGette,1,2012-09-05,woman receive cent dollar man earn
"When it comes to jobless workers, ""Mitt Romney says he likes to fire people.""",Jack Markell,0,2012-09-05,come jobless worker mitt romney like fire people
"Says she was misquoted and ""didn’t say"" that the Israeli ambassador said ""what the Republicans are doing is dangerous for Israel.""",Debbie Wasserman Schultz,0,2012-09-05,misquote israeli ambassador republicans dangerous israel
Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,Chris Christie,1,2012-09-05,bruce springsteen play seton hall university south orange walsh gym
"""Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.""",Julián Castro,1,2012-09-05,seven president barack obama republicans democrats try expand health care americans
"""Under President Bush in eight years, we added $4.9 trillion to the debt. Under President Obama, we've added $5.3 trillion to the debt in the 3.5 years he's been in office.""",Kelly  Ayotte,1,2012-09-05,president bush year add trillion debt president obama add trillion debt year office
"Says Mitt Romney told university students in Ohio that to start a business, they should ""borrow money if you have to from your parents.""",Julián Castro,1,2012-09-05,mitt romney tell university student ohio start business borrow money parent
"""We will spend $100 billion in Afghanistan this year, fixing roads, building bridges, training police officers, and more, [and] cutting the same things in our own country.""",David Cicilline,0,2012-09-05,spend billion afghanistan year fix road build bridge train police officer cut thing country
Says Milken Institute rated San Antonio as nation’s top-performing local economy.,Julián Castro,1,2012-09-04,milken institute rate san antonio nation perform local economy
"""The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.""",Cory Booker,1,2012-09-04,state budget come republican leadership slash funding planned parenthood result reduction hour elimination day elimination access woman city state
Says Barack Obama is a Muslim.,Hank Williams Jr.,0,2012-09-04,barack obama muslim
"In 2008, Charlie Crist ‘""applauded the pick of Sarah Palin and said she would do ‘a great job.’""",George LeMieux,1,2012-09-04,charlie crist applaud pick sarah palin great job
"The GOP platform that seeks further limits on abortion and is silent on an exception for rape ""has been there for more than 30 years.""",Bob McDonnell,1,2012-09-04,gop platform seek limit abortion silent exception rape year
"Federal law adopted ""under Tommy Thompson's watch"" prohibits the government from negotiating for ""better prices"" on prescription drugs for senior citizens",Tammy Baldwin,1,2012-09-04,federal law adopt tommy thompson watch prohibit government negotiate price prescription drug senior citizen
"Says Chris Christie was the ""first governor in America to endorse"" Mitt Romney.",Chris Christie,0,2012-09-03,chris christie governor america endorse mitt romney
"Says Gov. Chris Christie has embarked on a tour to ""demand that New Jersey’s Democratic legislature approve an immediate tax cut that would disproportionately benefit the wealthiest.""",Barbara Buono,0,2012-09-02,chris christie embark tour demand new jersey democratic legislature approve immediate tax cut disproportionately benefit wealthy
"Says a federal judge ""sanctions Tennessee ‘birther’ lawyer … for bringing a frivolous lawsuit.""",Tennessee Democratic Party,1,2012-09-02,federal judge sanction tennessee birther lawyer bring frivolous lawsuit
U.S. military uniforms are manufactured in China.,Anthony Gemma,0,2012-09-02,military uniform manufacture china
"Says opponents of the health care law  ""prevailed on our two main arguments"" to the U.S. Supreme Court.",Sam Olens,1,2012-09-01,opponent health care law prevail main argument supreme court
"At Bain Capital, ""we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.""",Mitt Romney,1,2012-08-31,bain capital help start early childhood learning company bright horizons first lady michelle obama rightly praise
"The unemployment rate is declining faster in Tampa ""than almost anywhere else.""",Bob Buckhorn,1,2012-08-31,unemployment rate decline fast tampa
"Says under the Romney-Ryan budget ... ""the American Opportunity Tax Credit for college tuition would be eliminated.""",Barack Obama,1,2012-08-31,romney ryan budget american opportunity tax credit college tuition eliminate
"""There is an increasing amount of evidence from public polling that the highest number of Americans ever identify themselves as pro-life.""",Marco Rubio,1,2012-08-31,increase evidence public polling high number americans identify pro life
"Says that when Democrats controlled Congress and the White House, federal spending as a share of the Gross Domestic Product leapt from 18.2 percent in 2001 to 25.2 percent in 2009 -- the largest such increase in any eight-year period since World War II.",John Cornyn,0,2012-08-31,democrats control congress white house federal spending share gross domestic product leap percent percent large increase year period world war ii
"""When Tim Kaine was governor, spending soared, blowing holes in the budget every year.""",Crossroads GPS,0,2012-08-31,tim kaine governor spending soar blow hole budget year
"In his first TV interview as president, Obama said we ""should talk to Iran.""",Mitt Romney,1,2012-08-31,tv interview president obama talk iran
"Barack Obama began his presidency ""with an apology tour.""",Mitt Romney,0,2012-08-31,barack obama begin presidency apology tour
"President Barack Obama has ""weakened the respect for America abroad.""",Callista Gingrich,0,2012-08-30,president barack obama weaken respect america abroad
